WHO_region	Country	ISO3	Date_report	Date_report_start	Date_report_end	Date_sequence_start	Date_sequence_end	New_b117	Cumu_b117	Prop_b117	New_b117k	Cumu_b117k	Prop_b117k	New_b1351	Cumu_b1351	Prop_b1351	New_p1	Cumu_p1	Prop_p1	New_b16172	Cumu_b16172	Prop_b16172	New_sequenced	Cumu_sequenced	link1
AFR	Kenya	KEN	2021/8/18						562						191			0			575			2390	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Kenya	KEN	2021/8/25						562						191			0			575			2392	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Kenya	KEN	2021/9/1						562						191			0			575			2392	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Kenya	KEN	2021/9/8						562						191			0			646			2564	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Kenya	KEN	2021/9/15						577						192			0			646			2754	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Kenya	KEN	2021/9/22						741						200			0			844			3505	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Kenya	KEN	2021/9/29						775						201			0			914			3439	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Kenya	KEN	2021/10/13						775						201			0			1044			3569	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Kenya	KEN	2021/10/27						775						201			0			1044			3569	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Kenya	KEN	2021/11/3						775						201			0			1044			3569	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Kenya	KEN	2021/11/10						832						207			0			1674			4435	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Malawi	MWI	2021/6/12						1						152						0			193	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Malawi	MWI	2021/6/18						1						197						0			238	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Malawi	MWI	2021/6/23						2						292						14			294	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Malawi	MWI	2021/7/1						2						292						14			390	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Malawi	MWI	2021/7/7						2						313						14			390	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Malawi	MWI	2021/7/14						2						313						14			390	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Malawi	MWI	2021/7/21						2						313						14			390	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Malawi	MWI	2021/7/28						2						313						14			390	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Malawi	MWI	2021/8/4						2						313						16			390	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Malawi	MWI	2021/8/11						2						313			0			16			390	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Malawi	MWI	2021/8/18						2						313			0			16			390	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Malawi	MWI	2021/8/25						2						313			0			20			390	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Malawi	MWI	2021/9/1						5						333			0			121			511	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Malawi	MWI	2021/9/8						5						333			0			121			511	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Malawi	MWI	2021/9/15						5						333			0			121			511	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Malawi	MWI	2021/9/22						5						333			0			121			511	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Malawi	MWI	2021/9/29						5						333			0			147			544	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Malawi	MWI	2021/10/13						5						333			0			189			856	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Senegal	SEN	2021/6/12						18						0						0			415	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Senegal	SEN	2021/6/18						18						0						0			415	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Senegal	SEN	2021/6/23						20						0						0			417	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Senegal	SEN	2021/7/1						20						0						0			422	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Senegal	SEN	2021/7/7						20						0						0			422	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Senegal	SEN	2021/7/14						24						0						12			426	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Senegal	SEN	2021/7/21						24						0						12			1180	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Senegal	SEN	2021/7/28						24						0						12			1180	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Senegal	SEN	2021/8/4						219						3						264			2000	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Senegal	SEN	2021/8/11						219						3			0			264			2000	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Senegal	SEN	2021/8/18						219						3			0			264			2000	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Senegal	SEN	2021/8/25						219						3			0			264			2000	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	Senegal	SEN	2021/9/1						219						3			0			264			2000	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	South Africa	ZAF	2021/6/12						44						4802						22			8692	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	South Africa	ZAF	2021/6/18						51						4983						22			8880	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	South Africa	ZAF	2021/6/23						53						5182						25			8975	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	South Africa	ZAF	2021/7/1						53						5182						25			11082	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	South Africa	ZAF	2021/7/7						153						6106						584			11343	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
AFR	South Africa	ZAF	2021/7/14						166						6175						966			11425	https://africacdc.org/institutes/africa-pathogen-genomics-initiative/
